Type,Server,Category,Name,Description,Status,Path
Command,assistant,Personas,/coderef-docs-agent,Alias for coderef-personas - Activate docs specialist,alias,C:\Users\willh\.claude\commands\coderef-docs-agent.md
Command,assistant,Workflow,/coderef-foundation-docs,Alias for coderef-workflow - Generate foundation docs,alias,C:\Users\willh\.claude\commands\coderef-foundation-docs.md
Command,assistant,Workflow,/generate-agent-communication,Alias for coderef-workflow - Generate agent communication file,alias,C:\Users\willh\.claude\commands\generate-agent-communication.md
Command,assistant,Workflow,/generate-deliverables,Alias for coderef-workflow - Generate deliverables template,alias,C:\Users\willh\.claude\commands\generate-deliverables.md
Command,assistant,Documentation,/generate-docs,Alias for coderef-docs - Generate documentation,alias,C:\Users\willh\.claude\commands\generate-docs.md
Command,assistant,Workflow,/generate-handoff-context,Alias for coderef-workflow - Generate handoff context,alias,C:\Users\willh\.claude\commands\generate-handoff-context.md
Command,assistant,Documentation,/generate-user-docs,Alias for coderef-docs - Generate user documentation,alias,C:\Users\willh\.claude\commands\generate-user-docs.md
Command,assistant,Documentation,/update-docs,Alias for coderef-docs - Update documentation,alias,C:\Users\willh\.claude\commands\update-docs.md
Command,assistant,Documentation,/update-foundation-docs,Alias for coderef-docs - Update foundation docs,alias,C:\Users\willh\.claude\commands\update-foundation-docs.md
Command,assistant,Workflow,/aggregate-agent-deliverables,Alias for coderef-workflow - Aggregate agent deliverables,alias,C:\Users\willh\.claude\commands\aggregate-agent-deliverables.md
Command,assistant,Workflow,/archive-feature,Alias for coderef-workflow - Archive completed feature,alias,C:\Users\willh\.claude\commands\archive-feature.md
Command,assistant,Workflow,/assign-agent-task,Alias for coderef-workflow - Assign task to agent,alias,C:\Users\willh\.claude\commands\assign-agent-task.md
Command,assistant,Documentation,/audit-codebase,Alias for coderef-docs - Audit codebase for violations,alias,C:\Users\willh\.claude\commands\audit-codebase.md
Command,assistant,Personas,/ava,"Activate Ava, the Frontend Specialist persona",alias,C:\Users\willh\.claude\commands\ava.md
Command,assistant,Documentation,/check-consistency,Alias for coderef-docs - Check consistency against standards,alias,C:\Users\willh\.claude\commands\check-consistency.md
Command,assistant,Personas,/coderef-assistant,"Activate CodeRef Assistant, the Orchestrator persona",alias,C:\Users\willh\.claude\commands\coderef-assistant.md
Command,assistant,Personas,/coderef-context-agent,Alias for coderef-personas - Activate context specialist,alias,C:\Users\willh\.claude\commands\coderef-context-agent.md
Command,assistant,Personas,/coderef-mcp-lead,Alias for coderef-personas - Activate MCP lead,alias,C:\Users\willh\.claude\commands\coderef-mcp-lead.md
Command,assistant,Personas,/coderef-testing-agent,Alias for coderef-personas - Activate testing specialist,alias,C:\Users\willh\.claude\commands\coderef-testing-agent.md
Command,assistant,Testing,/compare-runs,Alias for coderef-testing - Compare test runs,alias,C:\Users\willh\.claude\commands\compare-runs.md
Command,assistant,Documentation,/create-resource-sheet,Alias for coderef-docs - Create resource sheet,alias,C:\Users\willh\.claude\commands\create-resource-sheet.md
Command,assistant,Management,/debug-ui,Debug UI issues using Chrome DevTools MCP with Ava's frontend expertise,alias,C:\Users\willh\.claude\commands\debug-ui.md
Command,assistant,Testing,/detect-flaky,Alias for coderef-testing - Detect flaky tests,alias,C:\Users\willh\.claude\commands\detect-flaky.md
Command,assistant,Testing,/discover-tests,Alias for coderef-testing - Discover tests,alias,C:\Users\willh\.claude\commands\discover-tests.md
Command,assistant,Documentation,/establish-standards,Alias for coderef-docs - Establish project standards,alias,C:\Users\willh\.claude\commands\establish-standards.md
Command,assistant,Workflow,/features-inventory,Alias for coderef-workflow - Generate features inventory,alias,C:\Users\willh\.claude\commands\features-inventory.md
Command,assistant,Management,/fix,Alias for coderef-personas - Quick fixes,alias,C:\Users\willh\.claude\commands\fix.md
Command,assistant,Workflow,/gather-context,Alias for coderef-workflow - Gather feature context,alias,C:\Users\willh\.claude\commands\gather-context.md
Command,assistant,Documentation,/get-template,Alias for coderef-docs - Get documentation template,alias,C:\Users\willh\.claude\commands\get-template.md
Command,assistant,Workflow,/git-release,Alias for coderef-workflow - Create git release,alias,C:\Users\willh\.claude\commands\git-release.md
Command,assistant,Testing,/list-frameworks,Alias for coderef-testing - List test frameworks,alias,C:\Users\willh\.claude\commands\list-frameworks.md
Command,assistant,Documentation,/list-templates,Alias for coderef-docs - List all templates,alias,C:\Users\willh\.claude\commands\list-templates.md
Command,assistant,Personas,/lloyd,Alias for coderef-personas - Activate Lloyd (general purpose),alias,C:\Users\willh\.claude\commands\lloyd.md
Command,assistant,Personas,/marcus,Alias for coderef-personas - Activate Marcus (code architect),alias,C:\Users\willh\.claude\commands\marcus.md
Command,assistant,Personas,/quinn,Alias for coderef-personas - Activate Quinn (testing specialist),alias,C:\Users\willh\.claude\commands\quinn.md
Command,assistant,Documentation,/record-changes,Alias for coderef-docs - Record changelog changes,alias,C:\Users\willh\.claude\commands\record-changes.md
Command,assistant,Personas,/research-scout,Alias for coderef-personas - Activate Research Scout,alias,C:\Users\willh\.claude\commands\research-scout.md
Command,assistant,Documentation,/resource-sheet-catalog,Alias for coderef-docs - Show resource sheet catalog,alias,C:\Users\willh\.claude\commands\resource-sheet-catalog.md
Command,assistant,Testing,/run-by-pattern,Alias for coderef-testing - Run tests by pattern,alias,C:\Users\willh\.claude\commands\run-by-pattern.md
Command,assistant,Testing,/run-parallel,Alias for coderef-testing - Run tests in parallel,alias,C:\Users\willh\.claude\commands\run-parallel.md
Command,assistant,Testing,/run-test-file,Alias for coderef-testing - Run specific test file,alias,C:\Users\willh\.claude\commands\run-test-file.md
Command,assistant,Testing,/run-tests,Alias for coderef-testing - Run all tests,alias,C:\Users\willh\.claude\commands\run-tests.md
Command,assistant,Workflow,/stub,Alias for coderef-workflow - Create feature stub,alias,C:\Users\willh\.claude\commands\stub.md
Command,assistant,Personas,/taylor,"Activate Taylor, the General Purpose Agent persona",alias,C:\Users\willh\.claude\commands\taylor.md
Command,assistant,Testing,/test-coverage,Alias for coderef-testing - Analyze test coverage,alias,C:\Users\willh\.claude\commands\test-coverage.md
Command,assistant,Testing,/test-health,Alias for coderef-testing - Check test health,alias,C:\Users\willh\.claude\commands\test-health.md
Command,assistant,Testing,/test-performance,Alias for coderef-testing - Analyze test performance,alias,C:\Users\willh\.claude\commands\test-performance.md
Command,assistant,Testing,/test-report,Alias for coderef-testing - Generate test report,alias,C:\Users\willh\.claude\commands\test-report.md
Command,assistant,Testing,/test-results,Alias for coderef-testing - Get test results,alias,C:\Users\willh\.claude\commands\test-results.md
Command,assistant,Testing,/test-trends,Alias for coderef-testing - Analyze test trends,alias,C:\Users\willh\.claude\commands\test-trends.md
Command,assistant,Testing,/testing-proof,Alias for coderef-testing - Generate testing proof,alias,C:\Users\willh\.claude\commands\testing-proof.md
Command,assistant,Workflow,/track-agent-status,Alias for coderef-workflow - Track agent status,alias,C:\Users\willh\.claude\commands\track-agent-status.md
Command,assistant,Workflow,/update-deliverables,Alias for coderef-workflow - Update deliverables with metrics,alias,C:\Users\willh\.claude\commands\update-deliverables.md
Command,assistant,Workflow,/update-task-status,Alias for coderef-workflow - Update task status,alias,C:\Users\willh\.claude\commands\update-task-status.md
Command,assistant,Workflow,/verify-agent-completion,Alias for coderef-workflow - Verify agent completion,alias,C:\Users\willh\.claude\commands\verify-agent-completion.md
Command,assistant,Personas,/coderef-personas-agent,Alias for coderef-personas - Activate personas specialist,alias,C:\Users\willh\.claude\commands\coderef-personas-agent.md
Command,assistant,Management,/create-persona,Alias for coderef-personas - Create custom persona,alias,C:\Users\willh\.claude\commands\create-persona.md
Command,assistant,Management,/use-persona,Alias for coderef-personas - Use specific persona,alias,C:\Users\willh\.claude\commands\use-persona.md
Command,assistant,Utility,/archive-file,Archive files by project,active,C:\Users\willh\Desktop\assistant\.claude\commands\archive-file.md
Command,assistant,Workflow,/align-plan,Alias for coderef-workflow - Align plan with todos,alias,C:\Users\willh\.claude\commands\align-plan.md
Command,assistant,Workflow,/analyze-for-planning,Alias for coderef-workflow - Analyze project for planning,alias,C:\Users\willh\.claude\commands\analyze-for-planning.md
Command,assistant,Workflow,/audit-plans,Alias for coderef-workflow - Audit all plans,alias,C:\Users\willh\.claude\commands\audit-plans.md
Command,assistant,Workflow,/complete-workorder,Alias for coderef-workflow - Complete workorder,alias,C:\Users\willh\.claude\commands\complete-workorder.md
Command,assistant,Workflow,/create-plan,Alias for coderef-workflow - Create implementation plan,alias,C:\Users\willh\.claude\commands\create-plan.md
Command,assistant,Workflow,/create-session,Create a new multi-agent session with communication.json and instructions.json,alias,C:\Users\willh\.claude\commands\create-session.md
Command,assistant,Workflow,/create-workorder,Alias for coderef-workflow - Create new workorder,alias,C:\Users\willh\.claude\commands\create-workorder.md
Command,assistant,Workflow,/generate-plan-review,Alias for coderef-workflow - Generate plan review report,alias,C:\Users\willh\.claude\commands\generate-plan-review.md
Command,assistant,Workflow,/get-planning-template,Alias for coderef-workflow - Get planning template,alias,C:\Users\willh\.claude\commands\get-planning-template.md
Command,assistant,Workflow,/get-workorder-log,Alias for coderef-workflow - Query workorder log,alias,C:\Users\willh\.claude\commands\get-workorder-log.md
Command,assistant,Workflow,/log-workorder,Alias for coderef-workflow - Log workorder entry,alias,C:\Users\willh\.claude\commands\log-workorder.md
Command,assistant,Workflow,/validate-plan,Alias for coderef-workflow - Validate implementation plan,alias,C:\Users\willh\.claude\commands\validate-plan.md
Command,coderef-dashboard,Utility,/widget-architect,Widget architecture tool,active,C:\Users\willh\Desktop\coderef-dashboard\.claude\commands\widget-architect.md
Command,coderef-docs,Documentation,/audit-codebase,Audit codebase for violations,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\audit-codebase.md
Command,coderef-docs,Documentation,/check-consistency,Check consistency against standards,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\check-consistency.md
Command,coderef-docs,Documentation,/create-resource-sheet,Create resource sheet,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\create-resource-sheet.md
Command,coderef-docs,Documentation,/establish-standards,Establish project standards,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\establish-standards.md
Command,coderef-docs,Documentation,/generate-docs,Generate documentation,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\generate-docs.md
Command,coderef-docs,Documentation,/generate-user-docs,Generate user documentation,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\generate-user-docs.md
Command,coderef-docs,Documentation,/get-template,Get documentation template,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\get-template.md
Command,coderef-docs,Documentation,/list-templates,List all templates,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\list-templates.md
Command,coderef-docs,Documentation,/record-changes,Record changelog changes,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\record-changes.md
Command,coderef-docs,Documentation,/resource-sheet-catalog,Show resource sheet catalog,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\resource-sheet-catalog.md
Command,coderef-docs,Documentation,/update-docs,Update documentation,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\update-docs.md
Command,coderef-docs,Documentation,/update-foundation-docs,Update foundation docs,active,C:\Users\willh\.mcp-servers\coderef-docs\.claude\commands\update-foundation-docs.md
Command,coderef-personas,Management,/create-persona,Create custom persona,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\create-persona.md
Command,coderef-personas,Management,/debug-ui,Debug UI issues,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\debug-ui.md
Command,coderef-personas,Management,/fix,Quick fixes,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\fix.md
Command,coderef-personas,Management,/use-persona,Use specific persona,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\use-persona.md
Command,coderef-personas,Personas,/ava,Activate Ava (frontend specialist),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\ava.md
Command,coderef-personas,Personas,/coderef-assistant,Activate CodeRef Assistant (orchestrator),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-assistant.md
Command,coderef-personas,Personas,/coderef-context-agent,Activate context specialist,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-context-agent.md
Command,coderef-personas,Personas,/coderef-docs-agent,Activate docs specialist,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-docs-agent.md
Command,coderef-personas,Personas,/coderef-mcp-lead,Activate MCP lead,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-mcp-lead.md
Command,coderef-personas,Personas,/coderef-personas-agent,Activate personas specialist,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-personas-agent.md
Command,coderef-personas,Personas,/coderef-testing-agent,Activate testing specialist,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\coderef-testing-agent.md
Command,coderef-personas,Personas,/lloyd,Activate Lloyd (general purpose),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\lloyd.md
Command,coderef-personas,Personas,/marcus,Activate Marcus (code architect),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\marcus.md
Command,coderef-personas,Personas,/quinn,Activate Quinn (testing specialist),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\quinn.md
Command,coderef-personas,Personas,/research-scout,Activate Research Scout,active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\research-scout.md
Command,coderef-personas,Personas,/taylor,Activate Taylor (general purpose),active,C:\Users\willh\.mcp-servers\coderef-personas\.claude\commands\taylor.md
Command,coderef-testing,Testing,/compare-runs,Compare test runs,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\compare-runs.md
Command,coderef-testing,Testing,/detect-flaky,Detect flaky tests,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\detect-flaky.md
Command,coderef-testing,Testing,/discover-tests,Discover tests,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\discover-tests.md
Command,coderef-testing,Testing,/list-frameworks,List test frameworks,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\list-frameworks.md
Command,coderef-testing,Testing,/run-by-pattern,Run tests by pattern,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\run-by-pattern.md
Command,coderef-testing,Testing,/run-parallel,Run tests in parallel,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\run-parallel.md
Command,coderef-testing,Testing,/run-test-file,Run specific test file,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\run-test-file.md
Command,coderef-testing,Testing,/run-tests,Run all tests,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\run-tests.md
Command,coderef-testing,Testing,/test-coverage,Analyze test coverage,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-coverage.md
Command,coderef-testing,Testing,/test-health,Check test health,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-health.md
Command,coderef-testing,Testing,/test-performance,Analyze test performance,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-performance.md
Command,coderef-testing,Testing,/test-report,Generate test report,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-report.md
Command,coderef-testing,Testing,/test-results,Get test results,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-results.md
Command,coderef-testing,Testing,/test-trends,Analyze test trends,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\test-trends.md
Command,coderef-testing,Testing,/testing-proof,Generate testing proof,active,C:\Users\willh\.mcp-servers\coderef-testing\.claude\commands\testing-proof.md
Command,coderef-workflow,Workflow,/aggregate-agent-deliverables,Aggregate agent deliverables,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\aggregate-agent-deliverables.md
Command,coderef-workflow,Workflow,/align-plan,Align plan with todos,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\align-plan.md
Command,coderef-workflow,Workflow,/analyze-for-planning,Analyze project for planning,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\analyze-for-planning.md
Command,coderef-workflow,Workflow,/archive-feature,Archive completed feature,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\archive-feature.md
Command,coderef-workflow,Workflow,/assign-agent-task,Assign task to agent,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\assign-agent-task.md
Command,coderef-workflow,Workflow,/audit-plans,Audit all plans,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\audit-plans.md
Command,coderef-workflow,Workflow,/coderef-foundation-docs,Generate foundation docs,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\coderef-foundation-docs.md
Command,coderef-workflow,Workflow,/complete-workorder,Complete workorder,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\complete-workorder.md
Command,coderef-workflow,Workflow,/create-plan,Create implementation plan,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\create-plan.md
Command,coderef-workflow,Workflow,/create-session,Create multi-agent session with real-time file tracking and git verification,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\create-session.md
Command,coderef-workflow,Workflow,/create-workorder,Create new workorder,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\create-workorder.md
Command,coderef-workflow,Workflow,/features-inventory,Generate features inventory,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\features-inventory.md
Command,coderef-workflow,Workflow,/gather-context,Gather feature context,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\gather-context.md
Command,coderef-workflow,Workflow,/generate-agent-communication,Generate agent communication file,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\generate-agent-communication.md
Command,coderef-workflow,Workflow,/generate-deliverables,Generate deliverables template,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\generate-deliverables.md
Command,coderef-workflow,Workflow,/generate-handoff-context,Generate handoff context,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\generate-handoff-context.md
Command,coderef-workflow,Workflow,/generate-plan-review,Generate plan review report,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\generate-plan-review.md
Command,coderef-workflow,Workflow,/get-planning-template,Get planning template,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\get-planning-template.md
Command,coderef-workflow,Workflow,/get-workorder-log,Query workorder log,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\get-workorder-log.md
Command,coderef-workflow,Workflow,/git-release,Create git release,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\git-release.md
Command,coderef-workflow,Workflow,/log-workorder,Log workorder entry,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\log-workorder.md
Command,coderef-workflow,Workflow,/stub,Create feature stub,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\stub.md
Command,coderef-workflow,Workflow,/track-agent-status,Track agent status,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\track-agent-status.md
Command,coderef-workflow,Workflow,/update-deliverables,Update deliverables with metrics,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\update-deliverables.md
Command,coderef-workflow,Workflow,/update-task-status,Update task status,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\update-task-status.md
Command,coderef-workflow,Workflow,/validate-plan,Validate implementation plan,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\validate-plan.md
Command,coderef-workflow,Workflow,/verify-agent-completion,Verify agent completion,active,C:\Users\willh\.mcp-servers\coderef-workflow\.claude\commands\verify-agent-completion.md
Output,System,Data Format,CSV,Tabular data format (tools-and-commands.csv),active,.csv
Output,System,Data Format,JSON,Structured data format for machine-readable output (index.json plan.json communication.json),active,.json
Output,System,Documentation,Markdown,Human-readable documentation format (README.md ARCHITECTURE.md API.md),active,.md
Output,System,Visualization,GraphViz DOT,Graph description language for complex visualizations (.dot),active,dependency-trees|call-graphs|module-relationships
Output,System,Visualization,Mermaid Diagrams,Visual diagrams for architecture and dependencies (.mmd),active,architecture.mmd|dependencies.mmd|workflows.mmd
Output,System,Web Format,HTML,Interactive documentation with navigation and styling (.html),active,documentation-websites|interactive-reports|user-guides
Output,coderef-context,Visualization,DOT,Graphviz graph format (export with coderef_export),active,.dot
Output,coderef-context,Visualization,Mermaid,Dependency graph diagrams (flowchart sequence class),active,.mmd
Output,coderef-dashboard,Web,HTML,Dashboard UI (index.html workorders dashboard),active,.html
Schema,papertrail,Documentation,base-frontmatter-schema.json,Universal Documentation Standards (UDS) base schema - required fields for ALL markdown documents in CodeRef ecosystem,active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\base-frontmatter-schema.json
Schema,papertrail,Documentation,foundation-doc-frontmatter-schema.json,"Validates YAML front matter for foundation docs (README, ARCHITECTURE, API, SCHEMA, COMPONENTS) generated by coderef-docs. Extends base-frontmatter-schema.json with workorder tracking and doc_type fields.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\foundation-doc-frontmatter-schema.json
Schema,papertrail,Documentation,infrastructure-doc-frontmatter-schema.json,"Validates YAML front matter for infrastructure documentation (deployment guides, CI/CD, monitoring, configuration). Infrastructure docs describe system setup, deployment, and operations.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\infrastructure-doc-frontmatter-schema.json
Schema,papertrail,Documentation,migration-doc-frontmatter-schema.json,"Validates YAML front matter for migration documentation (migration guides, deprecation notices, upgrade paths). Migration docs describe how to transition from old to new systems.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\migration-doc-frontmatter-schema.json
Schema,papertrail,Documentation,resource-sheet-metadata-schema.json,Validates YAML front matter in resource/reference sheets for UDS and RSMS compliance,active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\resource-sheet-metadata-schema.json
Schema,papertrail,Documentation,script-frontmatter-schema.json,Validates YAML frontmatter in script and test files for triangular bidirectional references,active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\script-frontmatter-schema.json
Schema,papertrail,Documentation,session-doc-frontmatter-schema.json,"Validates YAML front matter for session documentation (communication.json, instructions.json, session summaries). Session docs coordinate multi-agent work.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\session-doc-frontmatter-schema.json
Schema,papertrail,Documentation,standards-doc-frontmatter-schema.json,"Validates YAML front matter for standards documentation (global-documentation-standards.md, resource-sheet-standards.md, etc.). Standards docs define policies, conventions, and enforcement rules.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\standards-doc-frontmatter-schema.json
Schema,papertrail,Documentation,system-doc-frontmatter-schema.json,"Validates YAML front matter for system documentation (CLAUDE.md, SESSION-INDEX.md, etc.). System docs describe codebase architecture, session management, and project history.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\system-doc-frontmatter-schema.json
Schema,papertrail,Documentation,user-facing-doc-frontmatter-schema.json,"Validates YAML front matter for user-facing documentation (guides, tutorials, FAQs in coderef/user/). User docs are allowed to contain emojis per EMOJI-TIMESTAMP-POLICY.md.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\user-facing-doc-frontmatter-schema.json
Schema,papertrail,Documentation,workorder-doc-frontmatter-schema.json,Validates YAML front matter for workorder docs generated by coderef-workflow,active,C:\Users\willh\.mcp-servers\papertrail\schemas\documentation\workorder-doc-frontmatter-schema.json
Schema,papertrail,Mcp,error-responses-schema.json,JSON Schema definitions for error response factory - consistent error formatting across all MCP tools,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\error-responses-schema.json
Schema,papertrail,Mcp,mcp-client-schema.json,Type definitions and validation contracts for MCP inter-server communication client,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\mcp-client-schema.json
Schema,papertrail,Mcp,server-schema.json,Type definitions and validation contracts for coderef-workflow MCP server,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\server-schema.json
Schema,papertrail,Mcp,tool-handlers-schema.json,Type definitions and validation contracts for coderef-workflow MCP tool handlers,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\tool-handlers-schema.json
Schema,papertrail,Mcp,type-defs-schema.json,JSON Schema definitions for all 71 TypedDicts in type_defs.py - the canonical type system for coderef-workflow MCP server,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\type-defs-schema.json
Schema,papertrail,Planning,constants-schema.json,"JSON Schema definitions for centralized constants - paths, files, enums, and validation rules",active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\constants-schema.json
Schema,papertrail,Planning,plan-validator-schema.json,Type definitions and validation contracts for PlanValidator class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\plan-validator-schema.json
Schema,papertrail,Planning,planning-analyzer-schema.json,Type definitions and validation contracts for PlanningAnalyzer class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\planning-analyzer-schema.json
Schema,papertrail,Planning,planning-generator-schema.json,Type definitions and validation contracts for PlanningGenerator class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\planning-generator-schema.json
Schema,papertrail,Schemas,stub-schema.json,Canonical schema for stub.json files across orchestrator and dashboard,active,C:\Users\willh\.mcp-servers\papertrail\schemas\stub-schema.json
Schema,papertrail,Security,validation-schema.json,JSON Schema definitions for validation functions - security boundary for all tool inputs,active,C:\Users\willh\.mcp-servers\papertrail\schemas\security\validation-schema.json
Schema,papertrail,Sessions,agent-communication-schema.json,Agent-specific task tracking within a session subdirectory. Used in hierarchical multi-agent sessions where each agent has their own workspace.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\agent-communication-schema.json
Schema,papertrail,Sessions,agent-instructions-schema.json,"Detailed execution steps for agent within session subdirectory. Provides step-by-step guidance, task specifications, and context templates for autonomous agent execution.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\agent-instructions-schema.json
