Type,Server,Category,Name,Description,Status,Path
Schema,papertrail,Sessions,communication-schema.json,"Agent roster and status tracking for multi-agent sessions in the CodeRef ecosystem. Supports 1-N agents (flexible agent count, not fixed roster). Optional phase tracking for multi-phase sessions.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\communication-schema.json
Schema,papertrail,Workflow,analysis-json-schema.json,Schema for project analysis files generated by coderef-workflow analyze_project_for_planning. Contains structured analysis data for planning decisions.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\workflow\analysis-json-schema.json
Schema,papertrail,Workflow,execution-log-json-schema.json,Schema for task execution logs generated by coderef-workflow. Tracks task progress for plan.json tasks with workorder traceability.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\workflow\execution-log-json-schema.json
Schema,papertrail,Workflow,plan.schema.json,JSON Schema for plan.json implementation plans,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\plan.schema.json
Script,Orchestrator,Structure Creators,create-coderef-structure.py,Create coderef/ directory structure (workorder/ archived/ foundation/ user/ standards/),active,C:\Users\willh\Desktop\assistant\scripts\
Script,System,Data Processing,extract-context.py,Extract context from source files,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\
Script,System,Data Processing,parse_coderef_data.py,Preprocess large index files (summarizes .coderef/index.json for large codebases),active,C:\Users\willh\Desktop\projects\coderef-system\packages\
Script,System,Documentation Generators,diagram-generator.py,Generate visual diagrams from codebase structure (Mermaid/DOT),active,C:\Users\willh\Desktop\projects\coderef-system\scripts\
Script,System,Documentation Generators,enhance-standards.py,Generate UI/behavior/UX standards using .coderef/ data,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\
Script,System,Documentation Generators,generate_docs.py,Generate foundation docs from .coderef/ data (README ARCHITECTURE API SCHEMA COMPONENTS),active,C:\Users\willh\Desktop\projects\coderef-system\.coderef\
Script,System,Structure Creators,create-coderef-structure.py,Create coderef/ directory structure,active,C:\Users\willh\Desktop\assistant\scripts
Script,System,Structure Creators,create-foundation-docs.py,Generate foundation docs (README ARCHITECTURE API),active,C:\Users\willh\Desktop\assistant\scripts
Script,System,Structure Creators,populate-coderef.py,Generate complete .coderef/ structure (all 16 files: reports/ diagrams/ exports/),active,C:\Users\willh\Desktop\projects\coderef-system\scripts\
Script,System,Structure Creators,scan-all.py,Generate minimal .coderef/ structure (2-3 files: index.json context.md),active,C:\Users\willh\Desktop\projects\coderef-system\scripts
Script,Workflow,Documentation Generators,coderef_foundation_generator.py,Generate foundation docs (hybrid approach - uses .coderef/ data + source analysis),active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\
Script,Workflow,Documentation Generators,foundation_generator.py,Generate foundation docs (traditional approach - reads source files directly),active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\
Script,Workflow,Documentation Generators,mermaid_formatter.py,Format Mermaid diagrams,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\
Script,Workflow,Documentation Generators,standards_generator.py,Generate standards (MCP tool integration with .coderef/ fast path),active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\
Script,coderef-context,Data Processing,export-graph.py,Export dependency graph (JSON JSON-LD Mermaid DOT),active,C:\Users\willh\.mcp-servers\coderef-context\src\coderef_context
Script,coderef-docs,Documentation Generators,generate-api.py,Generate API.md from template,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-architecture.py,Generate ARCHITECTURE.md from template,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-components.py,Generate COMPONENTS.md from template,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-features.py,Generate FEATURES.md (workorder inventory),active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-my-guide.py,Generate my-guide.md (60-80 line reference),active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-quickref.py,Generate quickref.md interactive guide,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-readme.py,Generate README.md from template,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-schema.py,Generate SCHEMA.md from template,active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,coderef-docs,Documentation Generators,generate-user-guide.py,Generate USER-GUIDE.md (comprehensive onboarding),active,C:\Users\willh\.mcp-servers\coderef-docs\generators
Script,papertrail,Data Processing,check-document-health.py,Calculate health score (0-100) for document,active,C:\Users\willh\.mcp-servers\papertrail\scripts
Script,papertrail,Data Processing,validate-all-docs.py,Validate all docs in directory against UDS,active,C:\Users\willh\.mcp-servers\papertrail\scripts
Tab,coderef-dashboard,UI Navigation,Commands,Slash commands reference (68 commands),active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\CommandsTab.tsx
Tab,coderef-dashboard,UI Navigation,Output,Output formats and file structure,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\OutputTab.tsx
Tab,coderef-dashboard,UI Navigation,Scripts,Utility scripts and automation,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\ScriptsTab.tsx
Tab,coderef-dashboard,UI Navigation,Setup,Installation and configuration,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\SetupTab.tsx
Tab,coderef-dashboard,UI Navigation,Tools,MCP tools reference (89 tools),active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\ToolsTab.tsx
Tab,coderef-dashboard,UI Navigation,Workflows,Multi-step workflows,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\components\resources\WorkflowsTab.tsx
Tool,coderef-context,Code Intelligence,coderef_complexity,Get complexity metrics for a code element,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_context,"Generate comprehensive codebase context with visual architecture diagram. Returns project metadata, stats, and ready-to-render Mermaid diagram in single call.",active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_coverage,Analyze test coverage in the codebase,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_diagram,Generate visual dependency diagrams (Mermaid or Graphviz),active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_drift,Detect drift between CodeRef index and current code,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_export,"Export coderef data in various formats (JSON, JSON-LD, Mermaid, DOT)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_impact,Analyze impact of modifying or deleting a code element,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_incremental_scan,"Perform incremental scan (only re-scan files with detected drift, merge with existing index)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_patterns,Discover code patterns and test coverage gaps,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_query,"Query code relationships (what-calls, what-imports, shortest-path, etc)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_scan,"Scan project and discover all code elements (functions, classes, components, hooks)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_tag,Add CodeRef2 tags to source files for better tracking and validation,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,coderef_validate,Validate CodeRef2 references in codebase,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-context,Code Intelligence,validate_coderef_outputs,Validate .coderef/ files against schemas using Papertrail MCP validation,active,C:\Users\willh\.mcp-servers\coderef-context\server.py
Tool,coderef-docs,Documentation,add_changelog_entry,"Add a new entry to the project changelog. Requires all change details including version, type, title, description, files, reason, and impact.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,audit_codebase,"Audit codebase for standards violations using established standards documents. Scans all source files, compares against standards, and generates comprehensive compliance report with violations, severity levels, and fix suggestions.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,check_consistency,Check code changes against established standards for consistency violations. Lightweight quality gate for pre-commit checks and CI/CD pipelines. Only scans modified files. Auto-detects changes via git or accepts explicit file list.,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,check_document_health,"Calculate health score (0-100) for document based on 4 factors: Traceability (40%% - has workorder_id, feature_id, MCP attribution), Completeness (30%% - required sections present), Freshness (20%% - document age), Validation (10%% - passes schema). Phase 3: Papertrail integration.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,coderef_foundation_docs,"[DEPRECATED] Use generate_foundation_docs instead. CONSOLIDATE-002 (WO-GENERATION-ENHANCEMENT-001): This tool is deprecated and will be removed in v5.0.0. It has been superseded by generate_foundation_docs which offers better MCP integration, drift detection, and sequential generation. Migration: Replace coderef_foundation_docs(path) with generate_foundation_docs(path).",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,establish_standards,Scan codebase to discover UI/UX/behavior patterns and generate standards documentation. Creates 4 markdown files in coderef/standards/. Run ONCE per project to establish baseline standards for consistency validation (Tools #9 and #10).,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_features,"USER-005 (WO-GENERATION-ENHANCEMENT-001): Generate FEATURES.md - features inventory with workorder tracking. Scans coderef/workorder/ and coderef/archived/ directories, extracts workorder IDs and status from plan.json files, generates executive summary with metrics and feature lifecycle documentation.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_foundation_docs,"Generate foundation documentation (README, ARCHITECTURE, API, COMPONENTS, SCHEMA) for a project. Returns templates and generation plan - Claude will generate and save the actual documents.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_individual_doc,[INTERNAL] Generate a single individual documentation file. Called by generate_foundation_docs for sequential generation. Not recommended for direct use - use generate_foundation_docs instead. CONSOLIDATE-001 (WO-GENERATION-ENHANCEMENT-001): Marked as internal tool.,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_my_guide,"USER-003 (WO-GENERATION-ENHANCEMENT-001): Generate my-guide.md - concise 60-80 line reference with MCP tools and slash commands. Auto-discovers tools from .coderef/index.json and commands from .claude/commands/. Categorizes by function (Documentation, Changelog, Standards, etc.).",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_quickref_interactive,"Interactive workflow to generate a universal quickref guide for ANY application (CLI, Web, API, Desktop, Library). Returns interview questions for AI to ask user. AI guides conversation, user answers in plain English, then AI generates scannable quickref.md (150-250 lines) following proven pattern.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_resource_sheet,"Generate composable module-based technical documentation for code elements. Replaces rigid templates with ~30-40 small modules that compose intelligently. Auto-detects code characteristics, selects appropriate modules, and generates markdown + JSON schema + JSDoc outputs. WO-RESOURCE-SHEET-MCP-TOOL-001",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,generate_user_guide,"USER-004 (WO-GENERATION-ENHANCEMENT-001): Generate USER-GUIDE.md - comprehensive 10-section onboarding guide with Prerequisites, Installation, Architecture, Tools Reference, Commands, Workflows, Best Practices, Troubleshooting, and Quick Reference. Leverages .coderef/ data for 75%+ auto-fill.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,get_template,Retrieves the content of a specific documentation template,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,list_templates,"Lists all available documentation templates (README, ARCHITECTURE, API, COMPONENTS, SCHEMA)",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,record_changes,"Smart agentic changelog recording with git auto-detection. Auto-detects changed files (git diff --staged), suggests change_type from commit messages, calculates severity from scope, and shows preview for agent confirmation before creating entry.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-docs,Documentation,validate_document,"Validate document against UDS (Universal Documentation Standards) schema. Checks for required sections, metadata format (workorder_id, timestamps), and returns validation errors/warnings with severity levels. Phase 3: Papertrail integration.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py
Tool,coderef-personas,Personas,clear_persona,Deactivate the current persona and return to default state.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,create_custom_persona,"Create a custom persona through guided workflow with automatic system prompt generation and validation. Users provide expertise, communication style, and use cases - the system generates a complete persona definition.",active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,execute_plan_interactive,Execute plan with guided step-by-step or batch mode. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,generate_todo_list,Convert plan task breakdown to TodoWrite format for Lloyd. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,get_active_persona,Get information about the currently active persona.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,list_personas,List all available personas with their descriptions.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,track_plan_execution,Sync plan progress with todo status in real-time. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-personas,Personas,use_persona,Activate an expert persona to gain specialized knowledge and behavior. Returns the persona's system prompt and expertise.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py
Tool,coderef-testing,Analysis,analyze_coverage,Coverage analysis,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Analysis,analyze_test_performance,Performance analysis,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Analysis,detect_flaky_tests,Find flaky tests,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Analysis,validate_test_health,Health check,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Discovery,discover_tests,Find all tests,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Discovery,list_test_frameworks,List frameworks,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Execution,run_all_tests,Execute entire suite,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Execution,run_test_category,Run by pattern,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Execution,run_test_file,Run specific file,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Execution,run_tests_in_parallel,Parallel execution,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Management,aggregate_results,Aggregate runs,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Management,compare_test_runs,Compare runs,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Management,generate_test_report,Generate reports,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-testing,Management,get_test_results,Retrieve results,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py
Tool,coderef-workflow,Advanced Tools,assess_risk,AI-powered risk assessment,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Advanced Tools,coderef_foundation_docs,Unified foundation docs,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Advanced Tools,generate_features_inventory,Generate features inventory,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Advanced Tools,generate_handoff_context,Generate agent handoff,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Advanced Tools,update_all_documentation,Agentic doc updates,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Archival & Inventory,archive_feature,Archive completed features,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Archival & Inventory,audit_plans,Audit all plans,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Archival & Inventory,get_workorder_log,Query workorder log,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Archival & Inventory,log_workorder,Log workorder entry,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Changelog Management,add_changelog_entry,Add changelog entry,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Changelog Management,get_changelog,Get project changelog,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Changelog Management,update_changelog,Agentic changelog update,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Documentation Templates,generate_foundation_docs,Generate foundation documentation,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Documentation Templates,generate_individual_doc,Generate single doc file,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Documentation Templates,get_template,Retrieve specific template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Documentation Templates,list_templates,List all documentation templates,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Execution & Tracking,execute_plan,Generate TodoWrite task list,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Execution & Tracking,finalize_plan_from_agent,Finalize plan from Task agent,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Execution & Tracking,generate_deliverables_template,Generate deliverables template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Execution & Tracking,update_deliverables,Update with git metrics,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Execution & Tracking,update_task_status,Update task progress,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Multi-Agent Coordination,aggregate_agent_deliverables,Aggregate metrics,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Multi-Agent Coordination,assign_agent_task,Assign task to agent,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Multi-Agent Coordination,generate_agent_communication,Generate communication.json,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Multi-Agent Coordination,track_agent_status,Track agent status,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Multi-Agent Coordination,verify_agent_completion,Verify completion,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,analyze_project_for_planning,Automate prep phase,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,create_plan,Create implementation plan,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,gather_context,Gather feature requirements,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,generate_plan_review_report,Generate review report,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,get_planning_template,Get planning template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Planning,validate_implementation_plan,Validate plan quality,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Standards & Quality,audit_codebase,Audit for standards violations,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Standards & Quality,check_consistency,Pre-commit consistency check,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Standards & Quality,establish_standards,Scan and generate standards,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,coderef-workflow,Standards & Quality,generate_quickref_interactive,Generate universal quickref,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py
Tool,papertrail,UDS Validation,check_all_docs,Validate all docs,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py
Tool,papertrail,UDS Validation,check_all_resource_sheets,Validate all sheets,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py
Tool,papertrail,UDS Validation,validate_document,Validate any document,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py
Tool,papertrail,UDS Validation,validate_resource_sheet,Validate resource sheet,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py
Validator,papertrail,Core,BaseUDSValidator,Base class for all UDS validators,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\base.py
Validator,papertrail,Core,BaseValidator,Base validator class with common validation logic,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\base.py
Validator,papertrail,Core,GeneralMarkdownValidator,Validator for general markdown documents.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\general.py
Validator,papertrail,Core,GeneralValidator,General-purpose document validator,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\general.py
Validator,papertrail,Core,StubValidator,Validator for stub.json files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\stub.py
Validator,papertrail,Core,ValidatorFactory,Factory pattern for creating appropriate validators,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\factory.py
Validator,papertrail,Documentation,FoundationDocValidator,Validates foundation documentation generated by coderef-docs,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\foundation.py
Validator,papertrail,Documentation,QuickrefValidator,Validates quickref/quickstart documents,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py
Validator,papertrail,Documentation,ResourceSheetValidator,Validator for resource sheet documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\resource_sheet.py
Validator,papertrail,Documentation,StandardsDocValidator,Validator for standards documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\standards.py
Validator,papertrail,Documentation,UserFacingDocValidator,Validator for user-facing documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py
Validator,papertrail,Documentation,UserGuideValidator,Validates user guide documents (doc_type: guide),active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py
Validator,papertrail,Session,InfrastructureDocValidator,Validator for infrastructure documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\infrastructure.py
Validator,papertrail,Session,MigrationDocValidator,Validator for migration documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\migration.py
Validator,papertrail,Session,SessionDocValidator,Validator for session documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\session.py
Validator,papertrail,Session,SystemDocValidator,Validator for system documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\system.py
Validator,papertrail,Utility,EmojiChecker,Check and validate emoji usage in documents,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\emoji_checker.py
Validator,papertrail,Workflow,AnalysisValidator,Validator for project analysis JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\analysis.py
Validator,papertrail,Workflow,ExecutionLogValidator,Validator for execution log JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\execution_log.py
Validator,papertrail,Workflow,PlanValidator,Validates implementation plans against schema and quality checklist.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\plan.py
Validator,papertrail,Workflow,WorkorderDocValidator,Validates workorder documentation generated by coderef-workflow,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\workorder.py
Validator,papertrail,Workflow,WorkorderValidator,Validate workorder structure and completeness,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\workorder.py
Workflow,Multi-Component,Feature Implementation,Complete Feature Implementation,End-to-end workflow from planning to completion (3 phases: Plan Execute Complete),active,/create-workorder  /execute-plan  /complete-workorder
Workflow,Multi-Component,Multi-Agent,Multi-Agent Coordination,Coordinate multiple agents on complex features (3 phases: Setup Execution Completion),active,/generate-agent-communication  /assign-agent-task  /verify-agent-completion
Workflow,System,Release,Git Release Workflow,Tag version update changelog create release (3 phases: Prepare Tag Publish),active,git tag  /add-changelog-entry  gh release create
Workflow,coderef-docs,Documentation,Documentation Update,Update foundation docs when code changes (3 phases: Scan Generate Validate),active,/scan-codebase  /generate-foundation-docs  /validate-document
Workflow,coderef-workflow,Coordination,Multi-Agent Session,Create and manage multi-agent session (4 steps: Structure Agents Execute Track),active,/create-session  agent execution  /track-plan-execution
Workflow,coderef-workflow,Version Control,Git Release,Version release with changelog and git tags,active,/record-changes  git tag  git push
